trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.5, 'e': 0.9462365990461417}",25,0,-222.9241370877247,"{0: 11, 1: 3, 2: 6, 3: 2, 4: 3}",0
368,False,"{'a': 0.5, 'e': 0.9459450880494216}",20,0,-101.1614640439297,"{0: 14, 1: 1, 2: 1, 3: 3, 4: 1}",0
369,False,"{'a': 0.5, 'e': 0.945652810837232}",20,0,-59.110299510851675,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
370,False,"{'a': 0.5, 'e': 0.9453597676463171}",35,12,-41.592989065271695,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.9450659587140423}",25,0,-129.35371702078174,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
372,False,"{'a': 0.5, 'e': 0.9447713842783927}",30,0,-141.1902355542175,"{0: 15, 1: 5, 2: 8, 3: 1, 4: 1}",0
373,False,"{'a': 0.5, 'e': 0.9444760445779733}",20,14,5.444380291836277,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.9441799398520095}",20,0,-163.453754013276,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
375,False,"{'a': 0.5, 'e': 0.943883070340346}",25,0,-66.0594364066367,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
376,False,"{'a': 0.5, 'e': 0.9435854362834473}",20,0,-61.8958502730236,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
377,False,"{'a': 0.5, 'e': 0.9432870379223967}",20,7,-3.070419979478112,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.9429878754988968}",20,0,-117.00364596553962,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
379,False,"{'a': 0.5, 'e': 0.9426879492552694}",20,0,-49.09950678369635,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
380,False,"{'a': 0.5, 'e': 0.9423872594344548}",20,0,-42.30992041642131,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
381,False,"{'a': 0.5, 'e': 0.9420858062800114}",35,0,-151.21311093409807,"{0: 22, 1: 1, 2: 9, 3: 2, 4: 1}",0
382,False,"{'a': 0.5, 'e': 0.9417835900361166}",20,10,4.779728195377814,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.9414806109475652}",25,0,-79.59634304709533,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
384,False,"{'a': 0.5, 'e': 0.9411768692597704}",25,0,-198.38256086800757,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",0
385,False,"{'a': 0.5, 'e': 0.940872365218763}",20,0,-59.077709877906315,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
386,False,"{'a': 0.5, 'e': 0.9405670990711913}",20,0,-113.02051355046723,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
387,False,"{'a': 0.5, 'e': 0.9402610710643207}",25,0,-127.2103957798335,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
388,False,"{'a': 0.5, 'e': 0.9399542814460339}",25,0,-130.31530274473442,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
389,False,"{'a': 0.5, 'e': 0.9396467304648306}",20,0,-99.20846292835725,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
390,False,"{'a': 0.5, 'e': 0.939338418369827}",20,0,-85.8160109766516,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
391,False,"{'a': 0.5, 'e': 0.9390293454107558}",20,0,-63.351580127040734,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
392,False,"{'a': 0.5, 'e': 0.9387195118379662}",30,0,-72.99765969389583,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
393,False,"{'a': 0.5, 'e': 0.9384089179024234}",20,4,-16.337193061405124,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.9380975638557083}",20,0,-20.43154748379572,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
395,False,"{'a': 0.5, 'e': 0.9377854499500179}",20,0,-54.00224624034247,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
396,False,"{'a': 0.5, 'e': 0.9374725764381642}",25,0,-136.879807391419,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
397,False,"{'a': 0.5, 'e': 0.9371589435735749}",25,0,-107.35761393424565,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
398,False,"{'a': 0.5, 'e': 0.9368445516102925}",20,8,-51.526693436334824,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
399,False,"{'a': 0.5, 'e': 0.9365294008029745}",30,0,-223.45781457378578,"{0: 17, 1: 3, 2: 5, 3: 1, 4: 4}",0
400,False,"{'a': 0.5, 'e': 0.9362134914068931}",25,0,-60.02907487065772,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
401,False,"{'a': 0.5, 'e': 0.9358968236779348}",30,0,-145.36035081578842,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
402,False,"{'a': 0.5, 'e': 0.9355793978726006}",20,0,-78.48439057391097,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
403,False,"{'a': 0.5, 'e': 0.9352612142480052}",25,0,-119.17702143069009,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
404,False,"{'a': 0.5, 'e': 0.9349422730618774}",20,0,-34.73385802395323,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
405,False,"{'a': 0.5, 'e': 0.9346225745725596}",20,0,-44.234612987189806,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
406,False,"{'a': 0.5, 'e': 0.9343021190390074}",25,0,-217.63414805928693,"{0: 14, 1: 3, 2: 2, 3: 2, 4: 4}",0
407,False,"{'a': 0.5, 'e': 0.9339809067207899}",20,0,-100.33007086955179,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
408,False,"{'a': 0.5, 'e': 0.933658937878089}",30,0,-240.44529620140375,"{0: 14, 1: 5, 2: 7, 3: 0, 4: 4}",0
409,False,"{'a': 0.5, 'e': 0.9333362127716995}",20,0,-142.74602014591503,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 2}",0
410,False,"{'a': 0.5, 'e': 0.9330127316630287}",20,0,-64.80736661483054,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
411,False,"{'a': 0.5, 'e': 0.9326884948140962}",25,0,-136.19624375615797,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
412,False,"{'a': 0.5, 'e': 0.932363502487534}",20,0,-47.49072367129859,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
413,False,"{'a': 0.5, 'e': 0.9320377549465856}",20,0,-115.70798545934794,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
414,False,"{'a': 0.5, 'e': 0.9317112524551068}",20,0,-191.0204433396528,"{0: 11, 1: 1, 2: 2, 3: 3, 4: 3}",0
415,False,"{'a': 0.5, 'e': 0.9313839952775643}",20,0,-153.53115425972385,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
416,False,"{'a': 0.5, 'e': 0.9310559836790367}",25,5,-116.22488226832414,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",1
417,False,"{'a': 0.5, 'e': 0.9307272179252132}",20,0,-131.1663722649771,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
418,False,"{'a': 0.5, 'e': 0.930397698282394}",20,0,-87.79725200550675,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
419,False,"{'a': 0.5, 'e': 0.9300674250174902}",20,9,-36.726975624815495,"{0: 5, 1: 3, 2: 3, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.9297363983980228}",20,0,-202.69424912513588,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 4}",0
421,False,"{'a': 0.5, 'e': 0.9294046186921237}",20,0,-58.55229324286296,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
422,False,"{'a': 0.5, 'e': 0.9290720861685341}",30,0,-87.04198106149849,"{0: 19, 1: 2, 2: 8, 3: 1, 4: 0}",0
423,False,"{'a': 0.5, 'e': 0.9287388010966057}",30,0,-118.26336837582491,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
424,False,"{'a': 0.5, 'e': 0.928404763746299}",20,0,-68.93508219739525,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
425,False,"{'a': 0.5, 'e': 0.9280699743881845}",20,8,-3.772373952573094,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.9277344332934415}",20,9,-97.73014334117678,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 2}",1
427,False,"{'a': 0.5, 'e': 0.9273981407338583}",25,0,-90.84629446520576,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
428,False,"{'a': 0.5, 'e': 0.9270610969818318}",25,0,-147.6494206743492,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
429,False,"{'a': 0.5, 'e': 0.9267233023103674}",20,0,-167.59595246460168,"{0: 11, 1: 0, 2: 4, 3: 3, 4: 2}",0
430,False,"{'a': 0.5, 'e': 0.9263847569930788}",20,4,-84.27673040347938,"{0: 9, 1: 1, 2: 3, 3: 3, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.9260454613041876}",20,12,-14.955189316449458,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.9257054155185235}",30,0,-94.93426828910816,"{0: 22, 1: 4, 2: 0, 3: 3, 4: 1}",0
433,False,"{'a': 0.5, 'e': 0.9253646199115234}",30,0,-185.07354821427535,"{0: 17, 1: 5, 2: 4, 3: 1, 4: 3}",0
434,False,"{'a': 0.5, 'e': 0.9250230747592317}",20,0,-94.13122618571086,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
435,False,"{'a': 0.5, 'e': 0.9246807803383001}",20,0,-109.16469768442093,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
436,False,"{'a': 0.5, 'e': 0.924337736925987}",20,0,-164.37340403664732,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
437,False,"{'a': 0.5, 'e': 0.9239939448001575}",25,15,-17.071636874853443,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.9236494042392832}",25,0,-33.20860026859829,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
439,False,"{'a': 0.5, 'e': 0.9233041155224421}",30,0,-161.63883600021109,"{0: 16, 1: 4, 2: 6, 3: 3, 4: 1}",0
440,False,"{'a': 0.5, 'e': 0.9229580789293177}",30,0,-97.96384315377829,"{0: 18, 1: 2, 2: 9, 3: 1, 4: 0}",0
441,False,"{'a': 0.5, 'e': 0.9226112947402}",20,0,-83.82660651535888,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
442,False,"{'a': 0.5, 'e': 0.9222637632359839}",25,0,-120.51681677220527,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
443,False,"{'a': 0.5, 'e': 0.9219154846981701}",20,0,-122.72712102676111,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
444,False,"{'a': 0.5, 'e': 0.921566459408864}",20,0,-187.99997558349918,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
445,False,"{'a': 0.5, 'e': 0.9212166876507762}",20,0,-78.98526151813553,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
446,False,"{'a': 0.5, 'e': 0.9208661697072218}",20,0,-97.90880710421544,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
447,False,"{'a': 0.5, 'e': 0.9205149058621203}",25,0,-88.94774932533863,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
448,False,"{'a': 0.5, 'e': 0.9201628963999953}",20,0,-53.37505765712617,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
449,False,"{'a': 0.5, 'e': 0.9198101416059745}",20,13,-9.470181961313129,"{0: 4, 1: 3, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.9194566417657895}",25,0,-83.8548520178792,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
451,False,"{'a': 0.5, 'e': 0.9191023971657747}",20,0,-152.89393301964716,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
452,False,"{'a': 0.5, 'e': 0.9187474080928686}",30,0,-99.36435731466352,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
453,False,"{'a': 0.5, 'e': 0.9183916748346121}",20,0,-113.2444889957403,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
454,False,"{'a': 0.5, 'e': 0.9180351976791492}",20,0,-121.18612430687034,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
455,False,"{'a': 0.5, 'e': 0.9176779769152265}",20,0,-106.0456397789846,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
456,False,"{'a': 0.5, 'e': 0.9173200128321926}",20,0,-40.64928688709811,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
457,False,"{'a': 0.5, 'e': 0.9169613057199983}",25,0,-106.36064925239879,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
458,False,"{'a': 0.5, 'e': 0.9166018558691966}",25,0,-79.08242616478887,"{0: 15, 1: 7, 2: 2, 3: 0, 4: 1}",0
459,False,"{'a': 0.5, 'e': 0.9162416635709418}",25,0,-94.40935846523043,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
460,False,"{'a': 0.5, 'e': 0.9158807291169897}",25,0,-112.11613865462681,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",0
461,False,"{'a': 0.5, 'e': 0.9155190527996969}",20,0,-114.10574080544055,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
462,False,"{'a': 0.5, 'e': 0.9151566349120215}",30,0,-169.0157369174556,"{0: 18, 1: 4, 2: 5, 3: 0, 4: 3}",0
463,False,"{'a': 0.5, 'e': 0.9147934757475218}",25,7,-48.28235882109134,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 1}",1
464,False,"{'a': 0.5, 'e': 0.9144295756003569}",20,0,-58.53516803604006,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
465,False,"{'a': 0.5, 'e': 0.9140649347652856}",20,0,-65.75095738808098,"{0: 10, 1: 6, 2: 3, 3: 1, 4: 0}",0
466,False,"{'a': 0.5, 'e': 0.9136995535376672}",20,7,-123.07064878205527,"{0: 6, 1: 0, 2: 5, 3: 0, 4: 2}",1
467,False,"{'a': 0.5, 'e': 0.9133334322134603}",20,0,-160.65510854238886,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 3}",0
468,False,"{'a': 0.5, 'e': 0.9129665710892233}",20,0,-85.73091397904074,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
469,False,"{'a': 0.5, 'e': 0.9125989704621137}",25,0,-101.56180381879778,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
470,False,"{'a': 0.5, 'e': 0.9122306306298879}",20,11,-13.33420189880303,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.911861551890901}",20,15,1.6732038174386232,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.9114917345441071}",25,0,-53.40582948815804,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
473,False,"{'a': 0.5, 'e': 0.911121178889058}",30,0,-115.53705900328573,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
474,False,"{'a': 0.5, 'e': 0.9107498852259038}",25,0,-140.36479509072893,"{0: 20, 1: 0, 2: 0, 3: 2, 4: 3}",0
475,False,"{'a': 0.5, 'e': 0.9103778538553924}",30,0,-94.9256663501922,"{0: 22, 1: 4, 2: 2, 3: 0, 4: 2}",0
476,False,"{'a': 0.5, 'e': 0.9100050850788691}",20,6,9.412526243287473,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.9096315791982768}",35,9,-148.75886892375712,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 2}",1
478,False,"{'a': 0.5, 'e': 0.9092573365161549}",25,1,-133.79270484029223,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 2}",1
479,False,"{'a': 0.5, 'e': 0.9088823573356402}",25,0,-122.80560072554732,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
480,False,"{'a': 0.5, 'e': 0.9085066419604657}",25,0,-150.42591397189085,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
481,False,"{'a': 0.5, 'e': 0.9081301906949609}",20,0,-105.72954414924381,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
482,False,"{'a': 0.5, 'e': 0.9077530038440513}",20,0,-53.46602674599313,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.9073750817132583}",25,0,-94.1587827929534,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
484,False,"{'a': 0.5, 'e': 0.9069964246086987}",20,12,-27.961058893406722,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.9066170328370847}",20,0,-187.74206497363883,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
486,False,"{'a': 0.5, 'e': 0.9062369067057237}",30,0,-64.70310978451892,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
487,False,"{'a': 0.5, 'e': 0.9058560465225178}",30,0,-121.77557139615953,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
488,False,"{'a': 0.5, 'e': 0.9054744525959637}",20,0,-82.66814708207782,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
489,False,"{'a': 0.5, 'e': 0.9050921252351526}",30,0,-105.96883125724979,"{0: 22, 1: 1, 2: 3, 3: 3, 4: 1}",0
490,False,"{'a': 0.5, 'e': 0.9047090647497695}",30,16,-46.45603931437,"{0: 9, 1: 1, 2: 2, 3: 2, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.9043252714500934}",30,0,-119.60102921006126,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
492,False,"{'a': 0.5, 'e': 0.9039407456469969}",20,0,-129.77084184541968,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
493,False,"{'a': 0.5, 'e': 0.9035554876519458}",30,0,-62.94817104297821,"{0: 19, 1: 4, 2: 7, 3: 0, 4: 0}",0
494,False,"{'a': 0.5, 'e': 0.9031694977769992}",20,0,-94.90679564916633,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
495,False,"{'a': 0.5, 'e': 0.9027827763348087}",25,0,-129.64997416531148,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
496,False,"{'a': 0.5, 'e': 0.9023953236386187}",30,0,-320.3899933212039,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 6}",0
497,False,"{'a': 0.5, 'e': 0.902007140002266}",30,0,-118.62593410708857,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
498,False,"{'a': 0.5, 'e': 0.9016182257401791}",30,0,-86.04884865735939,"{0: 23, 1: 3, 2: 1, 3: 1, 4: 2}",0
499,False,"{'a': 0.5, 'e': 0.9012285811673788}",20,0,-44.6358226107161,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
500,False,"{'a': 0.5, 'e': 0.9008382065994769}",20,0,-66.80074751328196,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
501,False,"{'a': 0.5, 'e': 0.9004471023526769}",30,20,-14.391607166166395,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.9000552687437733}",20,0,-143.30543376989732,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
503,False,"{'a': 0.5, 'e': 0.8996627060901512}",20,0,-41.28858353801631,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
504,False,"{'a': 0.5, 'e': 0.8992694147097864}",20,0,-68.40400028598943,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 1}",0
505,False,"{'a': 0.5, 'e': 0.8988753949212447}",20,0,-76.3564672310298,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
506,False,"{'a': 0.5, 'e': 0.8984806470436824}",20,0,-121.0471025066015,"{0: 12, 1: 0, 2: 4, 3: 3, 4: 1}",0
507,False,"{'a': 0.5, 'e': 0.8980851713968451}",30,0,-175.03413719886464,"{0: 18, 1: 3, 2: 4, 3: 3, 4: 2}",0
508,False,"{'a': 0.5, 'e': 0.897688968301068}",25,0,-119.36640593755902,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
509,False,"{'a': 0.5, 'e': 0.8972920380772758}",25,0,-75.11221071705071,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 0}",0
510,False,"{'a': 0.5, 'e': 0.8968943810469817}",20,0,-124.23425964741952,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
511,False,"{'a': 0.5, 'e': 0.896495997532288}",20,0,-46.031971535603624,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
512,False,"{'a': 0.5, 'e': 0.8960968878558854}",25,0,-58.106457114473784,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
513,False,"{'a': 0.5, 'e': 0.8956970523410525}",35,0,-144.4913286505262,"{0: 23, 1: 2, 2: 6, 3: 3, 4: 1}",0
514,False,"{'a': 0.5, 'e': 0.8952964913116562}",20,0,-25.441214475863244,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.8948952050921509}",25,0,-212.07949483171592,"{0: 13, 1: 2, 2: 4, 3: 3, 4: 3}",0
516,False,"{'a': 0.5, 'e': 0.8944931940075785}",20,0,-130.20226720074473,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
517,False,"{'a': 0.5, 'e': 0.8940904583835678}",25,0,-114.78892681110459,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
518,False,"{'a': 0.5, 'e': 0.8936869985463347}",25,0,-101.23248545046263,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
519,False,"{'a': 0.5, 'e': 0.8932828148226816}",30,0,-124.81588798755446,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
520,False,"{'a': 0.5, 'e': 0.8928779075399974}",25,2,-127.94608668068972,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 3}",1
521,False,"{'a': 0.5, 'e': 0.8924722770262569}",25,0,-194.15210846800252,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 4}",0
522,False,"{'a': 0.5, 'e': 0.8920659236100207}",30,0,-143.27519605869227,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
523,False,"{'a': 0.5, 'e': 0.8916588476204352}",25,0,-62.10176217645136,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
524,False,"{'a': 0.5, 'e': 0.8912510493872319}",30,0,-154.77059642946259,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
525,False,"{'a': 0.5, 'e': 0.8908425292407274}",25,0,-110.41856476735798,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
526,False,"{'a': 0.5, 'e': 0.8904332875118228}",20,0,-132.24617910736774,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
527,False,"{'a': 0.5, 'e': 0.8900233245320041}",20,0,-101.24244504347037,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
528,False,"{'a': 0.5, 'e': 0.8896126406333411}",20,0,-61.17546257341163,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
529,False,"{'a': 0.5, 'e': 0.8892012361484878}",25,12,-132.56277408247007,"{0: 6, 1: 0, 2: 4, 3: 1, 4: 2}",1
530,False,"{'a': 0.5, 'e': 0.888789111410682}",20,1,-89.61794350067326,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 1}",1
531,False,"{'a': 0.5, 'e': 0.8883762667537444}",30,0,-156.08789394413913,"{0: 18, 1: 1, 2: 9, 3: 0, 4: 2}",0
532,False,"{'a': 0.5, 'e': 0.8879627025120793}",25,0,-158.8863339916474,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
533,False,"{'a': 0.5, 'e': 0.8875484190206738}",20,0,-48.616984744996074,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
534,False,"{'a': 0.5, 'e': 0.8871334166150975}",25,0,-35.662797240336026,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
535,False,"{'a': 0.5, 'e': 0.886717695631502}",20,0,-118.20248276872215,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
536,False,"{'a': 0.5, 'e': 0.8863012564066217}",30,0,-90.08106515855367,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
537,False,"{'a': 0.5, 'e': 0.8858840992777721}",20,0,-22.18860468629131,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
538,False,"{'a': 0.5, 'e': 0.8854662245828506}",35,0,-201.9694274877314,"{0: 20, 1: 2, 2: 9, 3: 2, 4: 2}",0
539,False,"{'a': 0.5, 'e': 0.8850476326603356}",20,5,-43.08179120849894,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 1}",1
540,False,"{'a': 0.5, 'e': 0.8846283238492865}",30,0,-93.99325489136749,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
541,False,"{'a': 0.5, 'e': 0.8842082984893433}",30,0,-86.69728291819847,"{0: 19, 1: 1, 2: 9, 3: 1, 4: 0}",0
542,False,"{'a': 0.5, 'e': 0.8837875569207269}",30,0,-135.91989619287858,"{0: 19, 1: 1, 2: 7, 3: 2, 4: 1}",0
543,False,"{'a': 0.5, 'e': 0.8833660994842375}",25,0,-131.8760540123303,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 3}",0
544,False,"{'a': 0.5, 'e': 0.882943926521256}",30,0,-131.41313193717022,"{0: 14, 1: 5, 2: 10, 3: 1, 4: 0}",0
545,False,"{'a': 0.5, 'e': 0.8825210383737422}",25,1,-193.41519156309207,"{0: 12, 1: 2, 2: 6, 3: 1, 4: 3}",1
546,False,"{'a': 0.5, 'e': 0.8820974353842356}",20,1,-138.13478661370212,"{0: 8, 1: 2, 2: 6, 3: 2, 4: 1}",1
547,False,"{'a': 0.5, 'e': 0.8816731178958546}",25,0,-144.6554611238715,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
548,False,"{'a': 0.5, 'e': 0.8812480862522962}",30,0,-113.72678547189264,"{0: 19, 1: 4, 2: 4, 3: 2, 4: 1}",0
549,False,"{'a': 0.5, 'e': 0.8808223407978363}",25,0,-33.73143872629668,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
550,False,"{'a': 0.5, 'e': 0.8803958818773283}",20,0,-105.61151492450648,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
