trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
919,False,"{'a': 0.5, 'e': 0.6776750199357372}",20,9,-12.305243516102589,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
920,False,"{'a': 0.5, 'e': 0.677012920197337}",25,0,-1.8908547141537027,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
921,False,"{'a': 0.5, 'e': 0.6763502720785085}",20,11,-61.22672148264329,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 1}",1
922,False,"{'a': 0.5, 'e': 0.6756870761159967}",35,0,-104.26030914205053,"{0: 23, 1: 4, 2: 6, 3: 1, 4: 1}",0
923,False,"{'a': 0.5, 'e': 0.67502333284699}",30,11,-143.20525608527785,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 2}",1
924,False,"{'a': 0.5, 'e': 0.6743590428091207}",20,9,-19.00414633310027,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
925,False,"{'a': 0.5, 'e': 0.6736942065404636}",20,0,-64.60287711915201,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
926,False,"{'a': 0.5, 'e': 0.6730288245795361}",25,19,8.75968149107328,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.5, 'e': 0.6723628974652974}",30,12,-46.24045808117475,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
928,False,"{'a': 0.5, 'e': 0.6716964257371486}",25,11,23.454761540887176,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.5, 'e': 0.6710294099349317}",30,0,-123.34155928445767,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
930,False,"{'a': 0.5, 'e': 0.6703618505989293}",25,0,-68.55568479043096,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
931,False,"{'a': 0.5, 'e': 0.6696937482698646}",20,0,-81.44877170862006,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
932,False,"{'a': 0.5, 'e': 0.6690251034889004}",25,0,-142.96538448875282,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
933,False,"{'a': 0.5, 'e': 0.6683559167976391}",25,0,-111.29925970420416,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
934,False,"{'a': 0.5, 'e': 0.6676861887381216}",20,0,4.38653801037813,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
935,False,"{'a': 0.5, 'e': 0.6670159198528277}",20,0,-7.25110357236638,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
936,False,"{'a': 0.5, 'e': 0.6663451106846753}",35,0,-181.08362166974803,"{0: 23, 1: 2, 2: 6, 3: 1, 4: 3}",0
937,False,"{'a': 0.5, 'e': 0.6656737617770196}",30,13,-57.48246539745552,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
938,False,"{'a': 0.5, 'e': 0.6650018736736533}",25,0,-77.91061581583344,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
939,False,"{'a': 0.5, 'e': 0.6643294469188057}",20,0,-60.07629313700544,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
940,False,"{'a': 0.5, 'e': 0.6636564820571423}",20,0,-67.8413812033556,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
941,False,"{'a': 0.5, 'e': 0.6629829796337648}",20,5,-54.29237203136307,"{0: 9, 1: 4, 2: 1, 3: 0, 4: 1}",1
942,False,"{'a': 0.5, 'e': 0.66230894019421}",20,0,-136.54883403632604,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
943,False,"{'a': 0.5, 'e': 0.66163436428445}",35,0,-156.30533832592602,"{0: 19, 1: 5, 2: 8, 3: 2, 4: 1}",0
944,False,"{'a': 0.5, 'e': 0.660959252450891}",30,0,-31.39090729212946,"{0: 24, 1: 0, 2: 6, 3: 0, 4: 0}",0
945,False,"{'a': 0.5, 'e': 0.6602836052403737}",20,0,-60.134980012296154,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
946,False,"{'a': 0.5, 'e': 0.6596074232001723}",25,0,-63.160209983431514,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
947,False,"{'a': 0.5, 'e': 0.658930706877994}",20,0,-47.20298271779397,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
948,False,"{'a': 0.5, 'e': 0.6582534568219792}",25,1,-181.7661396367404,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 4}",1
949,False,"{'a': 0.5, 'e': 0.6575756735807005}",20,0,-36.561210760067375,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
950,False,"{'a': 0.5, 'e': 0.656897357703162}",20,7,-14.56336279303124,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
951,False,"{'a': 0.5, 'e': 0.6562185097387997}",25,0,-68.80659149401166,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
952,False,"{'a': 0.5, 'e': 0.6555391302374804}",25,0,-84.79368433748297,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
953,False,"{'a': 0.5, 'e': 0.6548592197495016}",25,0,-127.95034669380067,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
954,False,"{'a': 0.5, 'e': 0.6541787788255904}",20,1,-63.640763462348595,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 0}",1
955,False,"{'a': 0.5, 'e': 0.6534978080169042}",20,2,-21.013710455830502,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
956,False,"{'a': 0.5, 'e': 0.6528163078750293}",30,0,-36.67361442487684,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
957,False,"{'a': 0.5, 'e': 0.6521342789519807}",30,0,-122.41742206434269,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
958,False,"{'a': 0.5, 'e': 0.6514517218002017}",20,2,-119.34066302260203,"{0: 9, 1: 2, 2: 4, 3: 2, 4: 1}",1
959,False,"{'a': 0.5, 'e': 0.6507686369725637}",20,8,-1.8518287983162272,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
960,False,"{'a': 0.5, 'e': 0.6500850250223654}",20,0,-69.51346161047103,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",1
961,False,"{'a': 0.5, 'e': 0.6494008865033323}",30,3,-132.70253640299387,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 3}",1
962,False,"{'a': 0.5, 'e': 0.6487162219696166}",20,0,-89.86378869716852,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
963,False,"{'a': 0.5, 'e': 0.6480310319757967}",20,1,-78.86740752897744,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 2}",1
964,False,"{'a': 0.5, 'e': 0.6473453170768763}",25,3,36.80846608680505,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.5, 'e': 0.6466590778282845}",20,0,-40.69793235409032,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
966,False,"{'a': 0.5, 'e': 0.6459723147858749}",30,15,-34.41615704779618,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
967,False,"{'a': 0.5, 'e': 0.6452850285059257}",20,0,-64.58302989397782,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
968,False,"{'a': 0.5, 'e': 0.6445972195451386}",30,7,-52.71977238030867,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 1}",1
969,False,"{'a': 0.5, 'e': 0.643908888460639}",20,0,-39.22308784478658,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
970,False,"{'a': 0.5, 'e': 0.643220035809975}",20,0,-61.20974375909897,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
971,False,"{'a': 0.5, 'e': 0.6425306621511171}",35,0,-114.91207743959465,"{0: 27, 1: 0, 2: 5, 3: 1, 4: 2}",0
972,False,"{'a': 0.5, 'e': 0.6418407680424579}",25,0,-43.64502826015978,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
973,False,"{'a': 0.5, 'e': 0.6411503540428118}",30,19,-3.4650241632317185,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
974,False,"{'a': 0.5, 'e': 0.640459420711414}",20,0,-21.249164739246954,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
975,False,"{'a': 0.5, 'e': 0.6397679686079204}",25,8,-96.03867632401428,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 1}",1
976,False,"{'a': 0.5, 'e': 0.6390759982924072}",20,0,-34.1995887589874,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
977,False,"{'a': 0.5, 'e': 0.6383835103253703}",25,0,-55.16795704085028,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
978,False,"{'a': 0.5, 'e': 0.637690505267725}",35,0,-151.91567826560112,"{0: 22, 1: 5, 2: 4, 3: 2, 4: 2}",0
979,False,"{'a': 0.5, 'e': 0.6369969836808053}",25,1,-48.480495179307425,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 0}",1
980,False,"{'a': 0.5, 'e': 0.6363029461263635}",20,0,-43.54517641579493,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
981,False,"{'a': 0.5, 'e': 0.6356083931665703}",20,6,-26.58506753404645,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
982,False,"{'a': 0.5, 'e': 0.6349133253640132}",25,0,-42.39420576448358,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
983,False,"{'a': 0.5, 'e': 0.6342177432816974}",25,0,-87.40485345549932,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
984,False,"{'a': 0.5, 'e': 0.6335216474830444}",20,13,-10.193334778186802,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
985,False,"{'a': 0.5, 'e': 0.6328250385318913}",20,0,-58.72454326342435,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
986,False,"{'a': 0.5, 'e': 0.6321279169924917}",20,0,8.523005939972455,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
987,False,"{'a': 0.5, 'e': 0.6314302834295139}",25,0,-66.6850161045876,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
988,False,"{'a': 0.5, 'e': 0.630732138408041}",20,0,-48.68475227185516,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
989,False,"{'a': 0.5, 'e': 0.6300334824935705}",20,0,13.313853973627413,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
990,False,"{'a': 0.5, 'e': 0.6293343162520135}",25,5,7.412954397347244,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.5, 'e': 0.628634640249695}",25,0,-135.57908190771428,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
992,False,"{'a': 0.5, 'e': 0.6279344550533521}",25,11,-23.738487879671947,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
993,False,"{'a': 0.5, 'e': 0.627233761230135}",20,0,-36.59272495741971,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
994,False,"{'a': 0.5, 'e': 0.6265325593476055}",20,9,-4.794324964279205,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
995,False,"{'a': 0.5, 'e': 0.6258308499737373}",35,0,-19.16647073303109,"{0: 29, 1: 3, 2: 2, 3: 1, 4: 0}",0
996,False,"{'a': 0.5, 'e': 0.6251286336769148}",30,0,-59.73129251629061,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
997,False,"{'a': 0.5, 'e': 0.6244259110259331}",20,3,-48.93645014081906,"{0: 13, 1: 2, 2: 0, 3: 1, 4: 1}",1
998,False,"{'a': 0.5, 'e': 0.6237226825899977}",20,0,-69.35520818426399,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
999,False,"{'a': 0.5, 'e': 0.6230189489387236}",30,6,2.3037680822916897,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
1000,False,"{'a': 0.5, 'e': 0.6223147106421348}",20,0,14.511253229598651,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1001,False,"{'a': 0.5, 'e': 0.6216099682706644}",30,0,-23.116904950161363,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
1002,False,"{'a': 0.5, 'e': 0.6209047223951538}",20,0,-228.78185738643126,"{0: 8, 1: 2, 2: 5, 3: 1, 4: 4}",0
1003,False,"{'a': 0.5, 'e': 0.6201989735868519}",20,13,-18.484747233500762,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
1004,False,"{'a': 0.5, 'e': 0.6194927224174154}",25,11,-28.897816087722713,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
1005,False,"{'a': 0.5, 'e': 0.6187859694589075}",20,0,-76.80799292457095,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
1006,False,"{'a': 0.5, 'e': 0.6180787152837982}",20,0,7.013246670217279,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1007,False,"{'a': 0.5, 'e': 0.6173709604649633}",30,14,-30.117033907319772,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
1008,False,"{'a': 0.5, 'e': 0.6166627055756843}",25,2,-82.88533930832443,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 1}",1
1009,False,"{'a': 0.5, 'e': 0.6159539511896474}",20,7,-36.225769156659815,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
1010,False,"{'a': 0.5, 'e': 0.6152446978809437}",25,2,-39.14256153977723,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
1011,False,"{'a': 0.5, 'e': 0.6145349462240683}",30,2,-42.112695887678726,"{0: 22, 1: 3, 2: 2, 3: 0, 4: 1}",1
1012,False,"{'a': 0.5, 'e': 0.6138246967939203}",20,12,4.327075502487151,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.5, 'e': 0.6131139501658013}",25,0,-52.650659607566695,"{0: 17, 1: 0, 2: 8, 3: 0, 4: 0}",0
1014,False,"{'a': 0.5, 'e': 0.6124027069154161}",25,0,7.178345487162287,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
1015,False,"{'a': 0.5, 'e': 0.6116909676188719}",35,13,-78.7908617307052,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 1}",1
1016,False,"{'a': 0.5, 'e': 0.6109787328526773}",20,0,-81.74153278355926,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
1017,False,"{'a': 0.5, 'e': 0.6102660031937426}",30,7,-37.686507428660896,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 1}",1
1018,False,"{'a': 0.5, 'e': 0.6095527792193786}",30,0,-11.197959993577388,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
1019,False,"{'a': 0.5, 'e': 0.6088390615072967}",20,0,-61.47651086615741,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1020,False,"{'a': 0.5, 'e': 0.6081248506356083}",30,4,-197.502745410491,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 4}",1
1021,False,"{'a': 0.5, 'e': 0.6074101471828243}",20,0,-79.30983336410337,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
1022,False,"{'a': 0.5, 'e': 0.6066949517278541}",30,3,-46.348575666309365,"{0: 21, 1: 2, 2: 3, 3: 0, 4: 1}",1
1023,False,"{'a': 0.5, 'e': 0.6059792648500063}",30,2,-58.78230005737034,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 1}",1
1024,False,"{'a': 0.5, 'e': 0.605263087128987}",20,0,-20.353343126352943,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
1025,False,"{'a': 0.5, 'e': 0.6045464191449003}",20,0,-48.3447972860475,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
1026,False,"{'a': 0.5, 'e': 0.603829261478247}",25,15,-43.58662501859232,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
1027,False,"{'a': 0.5, 'e': 0.603111614709925}",20,4,-11.308307963035128,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
1028,False,"{'a': 0.5, 'e': 0.6023934794212281}",20,6,4.266556375027714,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1029,False,"{'a': 0.5, 'e': 0.6016748561938458}",25,18,-3.977422521852799,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1030,False,"{'a': 0.5, 'e': 0.600955745609863}",25,11,-6.421488973112342,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1031,False,"{'a': 0.5, 'e': 0.6002361482517589}",25,0,-92.63464799308142,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
1032,False,"{'a': 0.5, 'e': 0.5995160647024076}",20,0,-52.800759453297914,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
1033,False,"{'a': 0.5, 'e': 0.5987954955450767}",20,0,-26.267281587106893,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
1034,False,"{'a': 0.5, 'e': 0.5980744413634271}",25,5,-14.200780072725518,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
1035,False,"{'a': 0.5, 'e': 0.5973529027415128}",20,0,-14.533505784796624,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1036,False,"{'a': 0.5, 'e': 0.5966308802637798}",30,0,-122.861555753145,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 3}",0
1037,False,"{'a': 0.5, 'e': 0.5959083745150664}",25,2,-53.40367188904457,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 1}",1
1038,False,"{'a': 0.5, 'e': 0.5951853860806023}",30,12,-70.1162573540983,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
1039,False,"{'a': 0.5, 'e': 0.5944619155460081}",20,0,-9.14105882410489,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1040,False,"{'a': 0.5, 'e': 0.5937379634972947}",20,16,7.97688094605771,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.5, 'e': 0.5930135305208634}",20,0,-155.24067689197898,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
1042,False,"{'a': 0.5, 'e': 0.5922886172035047}",25,7,-63.6604335616455,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
1043,False,"{'a': 0.5, 'e': 0.5915632241323985}",30,4,-36.79142100214221,"{0: 18, 1: 3, 2: 5, 3: 0, 4: 0}",1
1044,False,"{'a': 0.5, 'e': 0.5908373518951131}",20,0,-31.93915865446784,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
1045,False,"{'a': 0.5, 'e': 0.5901110010796049}",20,0,-75.03170824522044,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
1046,False,"{'a': 0.5, 'e': 0.5893841722742182}",20,3,-22.939266055698116,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
1047,False,"{'a': 0.5, 'e': 0.5886568660676841}",25,0,-134.66126287524315,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
1048,False,"{'a': 0.5, 'e': 0.5879290830491207}",30,8,-72.88906679636851,"{0: 17, 1: 0, 2: 2, 3: 2, 4: 1}",1
1049,False,"{'a': 0.5, 'e': 0.5872008238080323}",20,0,-61.42113052010162,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
1050,False,"{'a': 0.5, 'e': 0.5864720889343086}",20,0,14.431431324770367,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1051,False,"{'a': 0.5, 'e': 0.585742879018225}",25,13,7.737087971820689,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1052,False,"{'a': 0.5, 'e': 0.5850131946504412}",35,7,-72.33467208292818,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 1}",1
1053,False,"{'a': 0.5, 'e': 0.584283036422002}",20,0,-58.19092069321691,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
1054,False,"{'a': 0.5, 'e': 0.583552404924335}",20,0,-2.7940572508924166,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1055,False,"{'a': 0.5, 'e': 0.5828213007492521}",20,0,10.222264989886256,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1056,False,"{'a': 0.5, 'e': 0.5820897244889474}",25,16,20.380634385122804,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'a': 0.5, 'e': 0.5813576767359976}",30,0,-93.27345254363705,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",1
1058,False,"{'a': 0.5, 'e': 0.5806251580833616}",35,3,-73.61295790620953,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 2}",1
1059,False,"{'a': 0.5, 'e': 0.5798921691243792}",25,0,-70.10900526149977,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
1060,False,"{'a': 0.5, 'e': 0.5791587104527716}",30,0,-63.33267951675127,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
1061,False,"{'a': 0.5, 'e': 0.5784247826626401}",20,0,-122.65938377936968,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
1062,False,"{'a': 0.5, 'e': 0.5776903863484663}",25,0,-72.89500089966295,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
1063,False,"{'a': 0.5, 'e': 0.576955522105111}",25,11,12.044800832646692,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1064,False,"{'a': 0.5, 'e': 0.5762201905278145}",25,14,-6.530153593989236,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
1065,False,"{'a': 0.5, 'e': 0.5754843922121952}",20,0,-58.65852676525522,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1066,False,"{'a': 0.5, 'e': 0.5747481277542495}",30,0,-149.0503592138755,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 3}",0
1067,False,"{'a': 0.5, 'e': 0.574011397750352}",25,0,-53.00955304462549,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
1068,False,"{'a': 0.5, 'e': 0.5732742027972536}",20,0,-11.219386238077917,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1069,False,"{'a': 0.5, 'e': 0.5725365434920823}",30,0,-80.38157117176613,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
1070,False,"{'a': 0.5, 'e': 0.571798420432342}",20,9,-8.773131356189122,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
1071,False,"{'a': 0.5, 'e': 0.5710598342159124}",20,11,-0.8311994884517702,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1072,False,"{'a': 0.5, 'e': 0.5703207854410484}",25,6,-39.71177338459972,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
1073,False,"{'a': 0.5, 'e': 0.5695812747063792}",25,7,-59.282966292183,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
1074,False,"{'a': 0.5, 'e': 0.5688413026109088}",20,15,-0.6018393176624235,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1075,False,"{'a': 0.5, 'e': 0.5681008697540143}",20,0,-35.64650702220688,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
1076,False,"{'a': 0.5, 'e': 0.5673599767354465}",20,0,13.536413607292062,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1077,False,"{'a': 0.5, 'e': 0.5666186241553285}",20,13,-21.900840882558047,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
1078,False,"{'a': 0.5, 'e': 0.5658768126141558}",30,1,-32.12090721112269,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 1}",1
1079,False,"{'a': 0.5, 'e': 0.565134542712796}",25,0,-39.42259123902252,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
1080,False,"{'a': 0.5, 'e': 0.5643918150524874}",30,0,-114.79381371128814,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
1081,False,"{'a': 0.5, 'e': 0.5636486302348394}",25,0,-43.839479773758654,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1082,False,"{'a': 0.5, 'e': 0.5629049888618317}",30,3,-13.526424486054529,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
1083,False,"{'a': 0.5, 'e': 0.562160891535814}",25,0,-28.653367491662188,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
1084,False,"{'a': 0.5, 'e': 0.5614163388595047}",20,4,-50.8357477388146,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
1085,False,"{'a': 0.5, 'e': 0.5606713314359917}",30,8,-102.219184574976,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 2}",1
1086,False,"{'a': 0.5, 'e': 0.559925869868731}",20,0,-78.3466719517183,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",1
1087,False,"{'a': 0.5, 'e': 0.5591799547615462}",30,0,-82.76271150541326,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 2}",0
1088,False,"{'a': 0.5, 'e': 0.5584335867186286}",20,6,-73.65402911424574,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
1089,False,"{'a': 0.5, 'e': 0.5576867663445364}",25,7,9.70366557519326,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1090,False,"{'a': 0.5, 'e': 0.5569394942441939}",20,10,-14.650954794082379,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
1091,False,"{'a': 0.5, 'e': 0.5561917710228914}",25,14,-29.08666928651149,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 0}",1
1092,False,"{'a': 0.5, 'e': 0.5554435972862849}",30,14,-8.779715458699975,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
1093,False,"{'a': 0.5, 'e': 0.5546949736403949}",30,0,20.21262615968967,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
1094,False,"{'a': 0.5, 'e': 0.5539459006916065}",25,12,-1.9423818331188818,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1095,False,"{'a': 0.5, 'e': 0.5531963790466691}",20,6,10.498504007460529,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1096,False,"{'a': 0.5, 'e': 0.5524464093126947}",20,11,-16.1114146399348,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
1097,False,"{'a': 0.5, 'e': 0.551695992097159}",20,0,-46.674727080002484,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1098,False,"{'a': 0.5, 'e': 0.5509451280079}",20,0,-1.078812657245404,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1099,False,"{'a': 0.5, 'e': 0.5501938176531173}",20,6,10.10377149015154,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1100,False,"{'a': 0.5, 'e': 0.5494420616413723}",30,0,-62.153412106701694,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",1
1101,False,"{'a': 0.5, 'e': 0.5486898605815875}",30,12,-18.76863032309783,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
